;date;text;geo;mentions;hashtags;Unnamed: 5
26016;2013-01-28;Gonna wear them for the rest of the week cus i cant sleep in class cus jeans are uncomfortable lol;;;;
26018;2013-01-28;Walkin the streets with you in your tight ass jeans #timeflies;;;#timeflies;
26020;2013-01-28;This girl always works the laundramat (sp?) whenever I'm here in my too-short-for-any-day-but-laundry-day jeans . She must think i'm poor.;;;;
26021;2013-01-28;Julie Bowen's Leather Ball Gown: Gotta Have It or Make It Stop?: Julie Bowen wants us all to know that she's not an uptight, jeans -an...;;;;
26023;2013-01-28;Tell me is there any room for me....in those jeans  #lol #classic #pandora;;;#lol #classic #pandora;
26025;2013-01-28;Girl in mom jeans does not give fucks;;;;
26027;2013-01-28;Butttt you wear ripped jeans with ashy legs ohh ok;;;;
26028;2013-01-28;I don't need a knight in shining armour, A sweet boy in blue jeans will do just fine <3;;;;
26029;2013-01-28;Idek what wearing jeans feel like anymore cuz all I wear is leggings;;;;
26033;2013-01-28;American Eagle jeans >>>;;;;
26034;2013-01-28;"Skinny Jeans : For guys who took ""I got in her pants"" the wrong way.";;;;
26039;2013-01-28;getting a pair of the high wasted jeans in american apparel .. 80 quid will be spent well mwah;;;;
26040;2013-01-28;"Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...";;;;
26041;2013-01-28;Things I've eaten in the past 5 days toast and about a gallon of hot tea. Hello again size 23 jeans #skinnybetch;;;#skinnybetch;
26044;2013-01-28;Just tried on a pair of skinny jeans from the little girl's section and THEY FIT! #SmallGirlPerks;;;#SmallGirlPerks;
26047;2013-01-28;@ihbashleighcook Hmm. People say the best two spots are Hugos or Fore Street. (you can wear jeans ) Eventide is a new oyster bar.;;@ihbashleighcook;;
26049;2013-01-28;i didn't know hollister jeans were still a thing.;;;;
26052;2013-01-28;Who will go with shorts or jeans to some 15's. #peoplethisdays;;;#peoplethisdays;
26053;2013-01-28;When you get home and take your jeans and bra off>>>>>;;;;
26054;2013-01-28;. . and who told you to put them jeans on ?;;;;
26056;2013-01-28;Contemplating bringing jeans and my Vans Wednesday so I don't have to wear a dress and heels all day;;;;
26058;2013-01-28;501's on my ass and on these unlaced Olive 9's..... These aint skinny jeans Hoe, Swerve just a tad;;;;
26062;2013-01-28;really want some levi high waisted jeans but don't wanna look homeless lol;;;;
26063;2013-01-28;Leotards & tight jeans;;;;
26065;2013-01-28;I can't wear jeans;;;;
26066;2013-01-28;My jeans are getting just a little too tight.;;;;
26067;2013-01-28;@HadjiTheUpsettr apple bottom jeans boots with the fur lol;;@HadjiTheUpsettr;;
26069;2013-01-28;Denim jeans , denim jackets- sweatpants, sweatshirts- yoga pants, yoga sweaters? Vests? Tanks? Long sleeves? Only a matter of time.;;;;
26070;2013-01-28;#TweetATurnOff boys who wear skinner jeans than me;;;#TweetATurnOff;
26071;2013-01-28;My dad was just like go to Sears and get a pair of Levis jeans .;;;;
26072;2013-01-28;If I rip my cotton on jeans can I still wear it to work? HAHA.;;;;
26074;2013-01-28;Shit em untapered jeans . I have no timeeeee.;;;;
26075;2013-01-28;lmfaooooo but for me and gabby to be wearing jeans jacket and shades on skype in the house for no reason;;;;
26076;2013-01-28;@ErinDunahoe HAHA true dat! The man was complaining how the jeans shrank too fast and I wanted to be like MAYBE YOUVE GAINED WEIGHT DUMB ASS;Mount Pleasant, SC;@ErinDunahoe;;
26077;2013-01-28;"RT @OhMrWonka Skinny Jeans : For guys who took ""I got in her pants"" the wrong way... #fb";;@OhMrWonka;#fb;
26082;2013-01-28;Not all girls can rock jeans ..;;;;
26083;2013-01-28;debating if I should wear jeans tomorrow... #ihatejeans;;;#ihatejeans;
26084;2013-01-28;My jeans are orange, and I'm 90% sure that 90% of my school judged me because of that today;;;;
26085;2013-01-28;I just don't get how people wear jeans everyday...;;;;
26087;2013-01-28;i can feel myself eating more and gaining some weight but my size 27 jeans still fit so i aint concerned;;;;
26088;2013-01-28;I am really upset because my favourite pair of jeans need to be chucked out because the crotch has rubbed away due to my thighs:(;;;;
26089;2013-01-28;So the skinny jeans that barely fit a month ago are now super loose, yes! Finally seeing some results for all that hard work. #fitness;;;#fitness;
26091;2013-01-28;Hmmm yogas or jeans tomorrow;;;;
26092;2013-01-28;I'm half crazily happy and half depressed because all of my $150 jeans don't fit me anymore!;;;;
26094;2013-01-28;@nicdaigle8 @chayse_dillon23 @sweet_tea_3 bro Tory don't own jeans;;@nicdaigle8 @chayse_dillon23 @sweet_tea_3;;
26095;2013-01-28;I've come to learn that if I put leggings/yoga pants on at the beginning of the day it becomes almost impossible to put jeans on later;;;;
26097;2013-01-28;Seriously dislike when guys wear skinny jeans #petpeeve #sorrynotsorry;;;#petpeeve #sorrynotsorry;
26102;2013-01-28;I love how big I'm getting but hate buying new shirts and jeans ! #NothingFits;;;#NothingFits;
26103;2013-01-28;@CraigSmoak Commander's Palace (may require jacket), GW Fins ( jeans + nice shirt are fine), Drago's, Deanie's (Bucktown location) ...;;@CraigSmoak;;
26104;2013-01-28;I think i saved my jeans ... #hopefully #crisis;;;#hopefully #crisis;
26105;2013-01-28;All that ass n yo jeans;;;;
26106;2013-01-28;@che_perdomo @CHEMO_SJ @JeanS _JB aaahhhhhhhhhhhh ojala ese burro tenga buena cabeza, sino a Jean no le sirve;;@che_perdomo @CHEMO_SJ @JeanS;;
26107;2013-01-28;I really need to stop wearing jeans home on leg day.;;;;
26108;2013-01-28;I need more lady friends. I doubt @dreswag96 wants to go watch me try on jeans ...;;@dreswag96;;
26109;2013-01-28;Nvm I take that back I use to keep a good pair rocawear jeans on;;;;
26111;2013-01-28;It's that wind that cuts through coat, scarf, toque, sweater, shirt, jeans , mittens, flesh, & organs to freeze your very soul. Hate winter.;;;;
26112;2013-01-28;How do you rip three pairs of jeans @Pat_Conley19 ?;;@Pat_Conley19;;
26113;2013-01-28;Just split my jeans , lifting a box of jeans ! Fucking brill.. #Ironical;;;#Ironical;
26116;2013-01-28;#IReallyDislike PEOPLE WHO WEAR A SHIB SHIB WITH JEANS .;;;#IReallyDislike;
26117;2013-01-28;ain tryna be mean I wantcha up in these Jeans;;;;
26118;2013-01-28;Julie Bowen's Leather Ball Gown: Gotta Have It or Make It Stop?: Julie Bowen wants us all to know that she's not an uptight, jeans -an...;;;;
26119;2013-01-28;Julie Bowen's Leather Ball Gown: Gotta Have It or Make It Stop?: Julie Bowen wants us all to know that she's not an uptight, jeans -an...;;;;
26120;2013-01-28;Julie Bowen's Leather Ball Gown: Gotta Have It or Make It Stop?: Julie Bowen wants us all to know that she's not an uptight, jeans -an...;;;;
26121;2013-01-28;She giving me head then coming outta her jeans;;;;
26122;2013-01-28;Lls truuuu, your ass be sittin right in them jeans girlaaa ! Got me trynn holla.;;;;
26126;2013-01-28;New jeans ,white crep , 100g watch , Rolex B);;;;
26127;2013-01-28;Damn Girl, Look At You In Those Jeans !;;;;
26128;2013-01-28;How to put on Jeans : 1. Grab belt loops 2. Jump around like a fish 3. Twerk for a minute 4. move to the left 5. move to the right;;;;
26129;2013-01-28;Boobs in blue in jeans !.....;;;;
26130;2013-01-28;@KellieHosierX yea I'm doing all day..I'm gonna pop in Tomo need get some jeans and ill treat you with a frap. @Sophie_Turnerxx r u jealous;;@KellieHosierX @Sophie_Turnerxx;;
26132;2013-01-28;@_jaasminecee then there's me. Sweatshirts and jeans everyday. Lol;;@_jaasminecee;;
26133;2013-01-28;Got a whole walk in closet and then some full of heels dresses shirts and jeans yet my shit is what she decides to wear.;;;;
26134;2013-01-28;I can see your toner through those jeans;;;;
26135;2013-01-28;"RT @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...";;@TheFunnySayings;;
26136;2013-01-28;@lybr3 Was he wearing his mom jeans like he did when 'throwing' the baseball?;;@lybr3;;
26137;2013-01-28;"Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...";;;;
26138;2013-01-28;- blue jeans , im faded ahhh;;;;
26143;2013-01-28;@CassieKochan THANKS CASSIE! I LOVE YOU TOO! Don't forget the jeans if you find them! Lol;;@CassieKochan;;
26145;2013-01-28;I just squeezed into a size 0 jeans ....I now have a muffin top... #nogo;;;#nogo;
26154;2013-01-28;@hilandanceprobz not being able to get jeans on because your calf muscles are so big:( #highlanddancerprobs;;@hilandanceprobz;#highlanddancerprobs;
26159;2013-01-28;I got new jeans in the mail and it made me happy. I forgot I ordered them;;;;
26160;2013-01-28;Blue jeans . White shirt.;;;;
26163;2013-01-28;People just started trending skinny jeans bitch ive been wearing em my whole life;;;;
26169;2013-01-28;"“ @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...”";;@TheFunnySayings;;
26170;2013-01-28;Took a nice hour long nap on the FLOOR in JEANS #Uncomfortable;;;#Uncomfortable;
26172;2013-01-28;@AreannaPena how did I get paint on my jeans !?;;@AreannaPena;;
26173;2013-01-28;When my grandpa call my jeans dungarees>>;;;;
26174;2013-01-28;Jeans so tight, they show off my tin. Baby, you know I'm rockin' that Copenhagen grin.;;;;
26176;2013-01-28;I got home and put on jeans like I'm doing something with my night...BAHAHA;;;;
26177;2013-01-28;I can't take looking at all these beanies and skinny leg jeans;;;;
26178;2013-01-28;"Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...";;;;
26180;2013-01-28;Dont worry bout the quiet kid in class, watch out for the dude that wears jeans to the gym, he's a psycho #revelation;;;#revelation;
26182;2013-01-28;It's literally impossible to find a decent pair of jeans;;;;
26183;2013-01-28;@Izzy_Pinchbeck feel sick. I used to wear them with my skin tight, flared jane norman jeans .;;@Izzy_Pinchbeck;;
26184;2013-01-28;@ImJust_ThtChick Whaat Happened to Jeans && a TShirt ?? Lol Pencil Skirts Is For Warm Weather .;;@ImJust_ThtChick;;
26185;2013-01-28;I wish instead of dressing up for all state band in a month I could just wear my boots & jeans !:) #JeansandBootsILiveInThem #IHateDressingUp;;;#JeansandBootsILiveInThem #IHateDressingUp;
26187;2013-01-28;Use to get the New And1 shirt or Sean John jeans for picture day. Had to get Flat every year.;;;;
26188;2013-01-28;I hate grocery shopping in jeans ! #weirdo;;;#weirdo;
26189;2013-01-28;Julie Bowen's Leather Ball Gown: Gotta Have It or Make It Stop?: Julie Bowen wants us all to know that she's not an uptight, jeans -an...;;;;
26191;2013-01-28;@jeffmmm24 you should of come and found me because I can guarantee you I will not be wearing jeans tomorrow;;@jeffmmm24;;
26192;2013-01-28;Why do girls need zippers on their jeans if they dont have a weeiner. #justpondering;;;#justpondering;
26193;2013-01-28;@CarroEmily ahah same here I haven't worn jeans since before exam week.;;@CarroEmily;;
26194;2013-01-28;@BitchhIssues agreed. once you get past a certain size they're no longer skinny jeans ... they're just fat pants...;;@BitchhIssues;;
26195;2013-01-28;Ripped my jeans true....;;;;
26197;2013-01-28;I hate it when I see guys wear buckle jeans . #youlookgay;;;#youlookgay;
26198;2013-01-28;I'm not going to buy a prom dress, that shit's too expensive. I'll wear jeans;;;;
26199;2013-01-28;@cabel_mac so apparently you're going to wear jeans tomorrow?;;@cabel_mac;;
26200;2013-01-28;@Naylee_lovee42 haha jk, im gonna wear jeans with my kobe shirt (:;;@Naylee_lovee42;;
26201;2013-01-28;Punk band tip, febreeze your jeans before bed. In the morning you'll imagine they smell better.;;;;
26202;2013-01-28;Julie Bowen's Leather Ball Gown: Gotta Have It or Make It Stop?: Julie Bowen wants us all to know that she's not an uptight, jeans -an...;;;;
26203;2013-01-28;I HATE JEANS;;;;
26204;2013-01-28;@EmmaCramer1 Wear your basketball track jacket tomorrow and jeans;;@EmmaCramer1;;
26205;2013-01-28;You know what, fuck the fire reds. Imma wait fo tha grapes like I planned to. Finna cop some jeans and timbs doe;;;;
26207;2013-01-28;How do you get in those jeans , baby? And tell me how do I.;;;;
26208;2013-01-28;@OriHackney where did that even come from?! Didn't you have jeans on?;;@OriHackney;;
26209;2013-01-28;Get outta my jeans , and into my car - Billy Ocean, to his son who's wearing his jeans , which are way too big.Also,they're late for soccer;;;;
26212;2013-01-28;@leon_bs apparently we've gotta do testing .. Your going for the chaffing option in jeans ? oh no;;@leon_bs;;
26213;2013-01-28;Whats up with so many girls buying different colored jeans now?;;;;
26214;2013-01-28;I Aint Tryna Be Mean, Im Tryna Get Up In Dem Jeans Girl!;;;;
26215;2013-01-28;Did you actually put jeans on today? #shitchelseasaystome;;;#shitchelseasaystome;
26216;2013-01-28;#dark RT @StevenKlavier At the point in my life where I see those pajama jeans commercials and wonder if anyone would notice;;@StevenKlavier;#dark;
26219;2013-01-28;wait where are you I've been looking for those jeans is that Forever 21 @briyellexo;;@briyellexo;;
26220;2013-01-28;Gettin ashes all on my favorite jeans;;;;
26221;2013-01-28;@morganbowden omg lmao that's probably why she used him she said video games/born to die/blue jeans is a trilogy n she used him twice so x;;@morganbowden;;
26224;2013-01-28; @HippieVibes : I still have to wear little kid pants if I want jeans that fit me right. That's pretty sad since I'm eighteen. I feel you.;;@HippieVibes;;
26226;2013-01-28;You fit me better than my fav jeans;;;;
26227;2013-01-28;RT @chadbruegman2013Skinny Jeans make skinny guys look wimpy, and they make bigger fellas like myself look stupid! Can we end this ma...;;@chadbruegman2013Skinny;;
26228;2013-01-28;"RT @Matt_T_13172013""Skinny Jeans : For guys who took ""I got in her pants"" the wrong way..."" The fact I only where Skinnies is clearly ...";;@Matt_T_13172013;;
26229;2013-01-28;RT @jewniggers2013this girl is trying to impress me by showing off her flip phone and acid wash skinny jeans;;@jewniggers2013this;;
26233;2013-01-28;"RT @andree_xenon2013Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...";;@andree_xenon2013Skinny;;
26234;2013-01-28;@NikkiHayes10 need to out the baggy jeans . Basketball top high tips.;;@NikkiHayes10;;
26237;2013-01-28;Remember back in elementary school when all the girls wore skinny jeans with those god awful oversized black DC's or Etnies #GladThatsGone;;;#GladThatsGone;
26239;2013-01-28;I have found myself in a sea of skinny jeans , gages and.....hipsters. Lots of hipsters.;;;;
26240;2013-01-28;does anyone want my dark holister jeans that are too small for me;;;;
26242;2013-01-28;You fucks will be lucky if I put jeans on tomorrow...;;;;
26243;2013-01-28;Just got felt up by airport security thanks to my miss me jeans ..;;;;
26245;2013-01-28;Imma get your heart racing in my skin tight jeans be your teenage dream tonighttttt #np;;;#np;
26246;2013-01-28;I SPAO's Jeans ! Why I didn't get Another pair that time???? Huh huh !;;;;
26249;2013-01-28;Blue & white jeans ,black and red labrons,a black aeropostale shirt,grey white and black varisty jacket,mitch match socks,jewlrey and perfume;;;;
26250;2013-01-28;American eagle jeans never fit me right.;;;;
26251;2013-01-28;Skinny Jeans make skinny guys look wimpy, and they make bigger fellas like myself look stupid! Can we end this madness please? #seriously;;;#seriously;
26254;2013-01-28;"Cc: @tyroneblaise hahahhaaha "" @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...""";;@tyroneblaise @TheFunnySayings;;
26255;2013-01-28;Just a demon in skin tight jeans;;;;
26256;2013-01-28;if you were jeans , you'd be flared.;;;;
26257;2013-01-28;"@kid_chap Do you remember coach ""mama jeans ""? Probably one of the funniest days of Christmas vacation.";;@kid_chap;;
26258;2013-01-28;"Skinny Jeans : For guys who took I got in her pants"" the wrong way..."" The fact I only where Skinnies is clearly irrelevant!";;;;
26259;2013-01-28;even when i'm wearing a tshirt and jeans like thank you but what the fuck;;;;
26260;2013-01-28;Asian guys with Vio jeans or Y3 garments from head to toe... Or fake home made Gucci. Nah, soggy guys.;;;;
26261;2013-01-28;why bitches got judge my size zero ass? Huh i dont starve myself so gimie my sexy skiny jeans an lets keep it moving. Jeez;;;;
26262;2013-01-28;"@johanejohansson Oh I actually prefer you to Norwegians. But you do have issues with that first sound in "" jeans "". :)";;@johanejohansson;;
26263;2013-01-28; I cah call u piglet when u have winnie the poo belly in the back of your jeans  <-organise my funeral guys, i am DEAD :''''(;;;;
26265;2013-01-28;@King_Brown1 i dont even know! guess I was in a hurry to take them off or something! musta been hot! i liked those jeans man lol :/;;@King_Brown1;;
26268;2013-01-28;“@Kaaatedavis77: #YoureMoreAttractiveIf you wear buckle jeans ” @PARRA32_;;@Kaaatedavis77 @PARRA32_;#YoureMoreAttractiveIf;
26269;2013-01-28;Some black leather leggings or just a black jeans - black blazer;;;;
26270;2013-01-28;@Kendall_Marli @ceffoe10 @jjamesy12 that thing looks fun. How are you going to wear your #freshtodeath blue jeans tomorrow lol;;@Kendall_Marli @ceffoe10 @jjamesy12;#freshtodeath;
26271;2013-01-28;u get sprung u wanna put up tough u noticed that butt was stuffed deep in the jeans she's wearing I'm hooked and I can't stop starin';;;;
26273;2013-01-28;This jeans I have on at dinner are kicking my ass rn;;;;
26276;2013-01-28;"Dwl! "" @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...""";;@TheFunnySayings;;
26277;2013-01-28;How do you get in those jeans ? Mercy you lookin fine. ) #lyricTweet;;;#lyricTweet;
26278;2013-01-28;"“ @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...” @SarahRivera11";;@TheFunnySayings @SarahRivera11;;
26280;2013-01-28;took out an old pairs of jeans and found a pound #winning;;;#winning;
26282;2013-01-28;Yo nigga got TWO pair of pants brown cargos && some jeans !!! LMFAO;;;;
26283;2013-01-28;The Girls With No Ass Wear The Tighest Jeans .!;;;;
26285;2013-01-28;@beanbiz In those Jeans - quite often guilty. #Mayormaynotdownloadponyonight;;@beanbiz;#Mayormaynotdownloadponyonight;
26288;2013-01-28;"“ @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...” @DSafratowich";;@TheFunnySayings @DSafratowich;;
26289;2013-01-28;“ @Gulleed : I've seen this girl in town with white jeans on,THEN something happened she had her period loooooooooooool all I see is blood”WTF;;@Gulleed;;
26290;2013-01-28;"Hahahaha. RT "" @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...""";;@TheFunnySayings;;
26291;2013-01-28;" @SongsLyricz : I will love you 'til the end of time"" - Beyonce"" ehmm Lana del Rey sings this in Blue Jeans !!";;@SongsLyricz;;
26296;2013-01-28;" @TheFunnySayings : Skinny Jeans : For guys who took I got in her pants"" the wrong way...""";;@TheFunnySayings;;
26297;2013-01-28;Is there any more room for me ..in those jeans;;;;
26298;2013-01-28;People who wear skinny jeans just to hang out around the house must also secretly be mass murderers.;;;;
26301;2013-01-28;lifes bad when a male teenage boybander looks better in skinny jeans and booty shorts than you do;;;;
26302;2013-01-28;My Daddy Just Told Me I Getting Fat Because My Jeans Fit Tight On Me WTF , Lmfao;;;;
26303;2013-01-28;Black skinny jeans were the best invention ever, next to the internet and cell phone;;;;
26305;2013-01-28;Wow! Found the $100 bill I've forgot about! It was in my dirty jeans pocket! lol #LoundryDays;;;#LoundryDays;
26306;2013-01-28;i totally just found a pair of lime green tye-died jeans for $15. #gome;Warner Robins, GA;;#gome;
26307;2013-01-28;Got loads and loads of allsaints jeans going in the bin such a shame.;;;;
26308;2013-01-28;@RevBigRing you'd be better off with skinny jeans and unkempt facial hair.;;@RevBigRing;;
26309;2013-01-28;, Real Shidd ii Gott Likee 10 Pair Ove Levi Jeans 50 Pair Ove Dickiess;;;;
26310;2013-01-28;The only jeans i really like are jean shorts. #summerhurry;;;#summerhurry;
26311;2013-01-28;@itskerriparker what u wearing thurs? Jeans and heels? Im gonna look pale compared to you haha need a tan;;@itskerriparker;;
26312;2013-01-28;high waisted jeans are not a good mix with a newly pierced belly button :( #owie;;;#owie;
26313;2013-01-28;So let me tell you about my day, I thought with the weather I could wear jeans and boots, ha! Not at all.;;;;
26314;2013-01-28;Wish @ASOS would learn to label diesel jeans with the right name!;;@ASOS;;
26316;2013-01-28;Thank God for that math book you put on your lap to cover up your jeans when your dick got hard #RememberHighSchool;St. Petersburg, FL;;#RememberHighSchool;
26317;2013-01-28;dont forget theres a jean drive & stuffed animal drive going on! bring ur jeans to table outside the library and stuffed animals to office.;;;;
26319;2013-01-28;New Jordan 5's (fire red) Or new pair of nudie jeans ? Damn.;;;;
26320;2013-01-28;One of my clients came in and said she didnt have to suck in to fit into her favorite jeans ! I have the best job ever! The look on her face>;;;;
26322;2013-01-28;Skinny jeans and Timbs don't look right together;;;;
26323;2013-01-28;I don't understand why ctk won't let us wear ripped jeans;;;;
26324;2013-01-28;How do you get in those jeans;;;;
26325;2013-01-28;" @TheFunnySayings : Skinny Jeans : For guys who took I got in her pants"" the wrong way..."" @B5ULB haha";;@TheFunnySayings @B5ULB;;
26326;2013-01-28;@paulwhite1888 I do prefer jeans but I just don't see why everyone hates them haha!;;@paulwhite1888;;
26327;2013-01-28;@Kerrin10 I'm probably gonna wear jeans , a top and a cardigan but idk for sure tho:$;;@Kerrin10;;
26328;2013-01-28;#MajourTurnOff .. Guys who were really tight jeans .. Like js no -.-;;;#MajourTurnOff;
26329;2013-01-28;@menswearhouse 2 pair of jeans , 2 button down sport shirts, half zip and v-neck sweaters. Wallet too;;@menswearhouse;;
26330;2013-01-28;All these pictures of Harry in dark tight jeans roaming the streets are to much I just cant.;;;;
26331;2013-01-28;Damnn girls in tight jeans and boots are so sexyyy;;;;
26332;2013-01-28;"How to put on Jeans : Grab belt loops, Jump around like a bunny, Twerk for a few minutes, Lunge left, Lunge right” @kateyannn my life fosho;;@kateyannn;;
2013-01-28;@jEaNs _DiZon ako nga puro twitter facebook at kain ang nigagawa. hahaha XD balak ko magpaturo bukas kay Ms. Dicurzio eh.;;@jEaNs;;
2013-01-28;can i wear skinny jeans for business casual;;;;
2013-01-28;Skinny Jeans : For guys who took I got in her pants"" the wrong way...""";;;;
26333;2013-01-28;I've seen this girl in town with white jeans on,THEN something happened she had her period loooooooooooool all I see is blood;;;;
26334;2013-01-28;I know exactly watchu got in those jeans ..;;;;
26335;2013-01-28;I remeber when I was 13 if you were a boy and wore a bunch of pink you got called a fag. Now its trendy. Same goes for tight jeans .;;;;
26338;2013-01-28;@KeanonLowe7 you had the Rasheed Wallace Blazer jersey that you wore with Coogi jeans and Lugz..;;@KeanonLowe7;;
26339;2013-01-28;I don't consider myself to be a hipster, but I do enjoy a good pair of rolled up jeans and some military style boots.;;;;
26341;2013-01-28;"“ @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...”";;@TheFunnySayings;;
26342;2013-01-28;my shirt aint got no stripes but i can make yo pussy whistllleeee like da andy griffen theme song who told u to put dem jeans . #Bestieverhad;;;#Bestieverhad;
26344;2013-01-28;@MrJamesMay : Never mind your Orchid,I can't believe you drove a Bentley in a nearly rugby top and jeans - #casualwear;;@MrJamesMay;#casualwear;
26347;2013-01-28;Teddy would come home from comfy day and change into jeans .;;;;
26348;2013-01-28;Shawty got them apple bottoms jeans ( jeans ), boots with the fur (with the fur), and the whole club's looking at her...;;;;
26350;2013-01-28;AE jeans are the only jeans that i think are comfy.;;;;
26351;2013-01-28;I mean, like I spilt soy sauce on these jeans . Wearing them again tomorrow. Unwashed. #badassstatus @TheBunsenBerner;;@TheBunsenBerner;#badassstatus;
26352;2013-01-28;How do you get in those jeans ?;;;;
26353;2013-01-28;I mean. Really? Put jeans on. Your talking on your iPhone. You can obviously afford a pair or jeans .;;;;
26354;2013-01-28;"“ @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...” Screw off.";;@TheFunnySayings;;
26355;2013-01-28;@PrincesssRubyy ruining some lucky brand jeans would be worst!;;@PrincesssRubyy;;
26356;2013-01-28;White jeans will never be me;;;;
26357;2013-01-28;A sparkle has fallen off my jeans . It might be the end of the world, folks.;;;;
26358;2013-01-28;When you have to pee so bad you unbutton your jeans to relieve the pressure<;;;;
26359;2013-01-28;"“ @TheFunnySayings : Skinny Jeans : For guys who took ""I got in her pants"" the wrong way...”";;@TheFunnySayings;;
26361;2013-01-28;Wiz Khalifas Instagram is weed, the floor, and his torn jeans;;;;
26362;2013-01-28;I need jeans that I wont step on with my shoes. Did I shrink?? Haha;;;;
26363;2013-01-28;@alllieeeo apple bottom jeans boots wid da fur;;@alllieeeo;;
26364;2013-01-28;Tell me is there anymore room for me, in those jeans ?;;;;
26367;2013-01-28;white jeans are not meant for winter;;;;
26368;2013-01-28;Why yes I did just buy another pair of jeans #fuckwitme;;;#fuckwitme;
26369;2013-01-28;I Know You See All This Ass in These Jeans ..;;;;
26370;2013-01-28;HOW DO YOU GET IN THOSE JEANS BABY, AND TELL ME HOW DO I ?;;;;
26371;2013-01-28;I cannot wait to start working outttt, and buy jeans , and wear all my clothes again.;;;;
26372;2013-01-28;Baby damn, how do you get in those jeans #;;;#;
26373;2013-01-28;Every man who's wearing skinny jeans now, will be wearing leggings in a few months;;;;
26377;2013-01-28;@ko14 @kayla_ jeans Ino I want her to see it waiting for her;;@ko14 @kayla_;;
26379;2013-01-28;I've noticed an increasing number of people tucking their jeans into their socks. #NoBike;;;#NoBike;
26380;2013-01-28;You still have to squeeze into your jeans but you're perfect to me.;;;;
26381;2013-01-28;"{) RT @TheFashionLaw : ""I find it odd that people will go to a nice restaurant or to the theater in jeans and T-shirts."" - Victoria Beckham";;@TheFashionLaw;;
26382;2013-01-28;@itslogank just a huge no no! pair of jeans or cords everytime #clobber !;;@itslogank;#clobber;
26383;2013-01-28;When u realize u have more yoga pants than jeans ...whtevs... #lazyteenageprobs #dont #care;;;#lazyteenageprobs #dont #care;
26384;2013-01-28;Jeans and Tims...>>;;;;
26385;2013-01-28;How do you get in those jeans , baby? & tell me how do I...;;;;
26386;2013-01-28;Think I want some Nudie Jeans @OGSole be making them joints look so raw;;@OGSole;;
26388;2013-01-28;@wildestdenim to buy your jeans you have to pay in pounds right??;;@wildestdenim;;
26389;2013-01-28;@PrettyAmour_ Lmao Naww The Other Jeans Just Make My Ass Look Smaller;;@PrettyAmour_;;
26390;2013-01-28;I be goin out my way to call. 'Cause I love the way your hips make your jeans seem like they too small;;;;
26391;2013-01-28;Skinny jeans and tennis shoes is just not right. #no #annoysme;;;#no #annoysme;
26392;2013-01-28;Smhh.. Ma mama & daddy got them strong jeans .. Most girls are cute & thick or thick & ugly.. Im one who has been blessed wit cute & thick;;;;
26393;2013-01-28;Her jeans looking painted on :);;;;
26394;2013-01-28;@NG_Gipson wear jeans ! I'm actually wearing a purple dress, but ppl will use any excuse to wear jeans ! #goforit;;@NG_Gipson;#goforit;
26396;2013-01-28;@DomzyEssex LOOOOOOOOOOOL that day yous made me sad.... how can yous stick it on me like that ? :( ever since then i havent wore jeans;;@DomzyEssex;;
26397;2013-01-28;@Mdbress I've backed 8 projects - homemade cheese, movies, jeans , electronics, books, etc.. I'm in love with Kickstarter. Follow me to see.;;@Mdbress;;
26398;2013-01-28;45 on my waist rick ross jeans;;;;
26399;2013-01-28;Go home and wash your jeans , cause the dirt on your knee, your jealousy doesn't fit with me;;;;
26400;2013-01-28;these jeans were so tight that when i was trying to pull them up past my feet i ripped the belt loop;;;;
26401;2013-01-28;@HeatherBoyd4 still ok for this Sunday to go lookin rnd the shops, im after new jeans :) my life's sooo exciting;;@HeatherBoyd4;;
26402;2013-01-28;I hate when I stain really expensive jeans . Literally, nothing could piss me off more then ruining some Hollister jeans .;;;;
26403;2013-01-28;I just really don't know what guy even started wearing skinny jeans .. Absolutely a huge turn off.;;;;
26404;2013-01-28;I can't wait until all my first day of classes are over, I wear jeans to make new friends...who am I trying to fool. SWEATS.;;;;
26405;2013-01-28;I hate jeans . #sooverit;;;#sooverit;
26406;2013-01-28;@DominicZemaitis and the iPad and your jeans;;@DominicZemaitis;;
26407;2013-01-28;I h8 it when u need 2 pee so bad but ur jeans r so tight it takes u forever to tak em off and you dont think you can make it into the to ...;;;;
26408;2013-01-28;anyone from my school or around here that wanna donate jeans to the homeless shelter let me know? my store is collecting them #aeropostale;;;#aeropostale;
26411;2013-01-28;The only trendy things I do are wear tight jeans and tweet things nobody cares about.;;;;
